"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"DFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"DFW","Dallas/Fort Worth, TX","SAN","San Diego, CA",
"DFW","Dallas/Fort Worth, TX","JAX","Jacksonville, FL",
"DFW","Dallas/Fort Worth, TX","BWI","Baltimore, MD",
"DFW","Dallas/Fort Worth, TX","GEG","Spokane, WA",
"DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"DFW","Dallas/Fort Worth, TX","RNO","Reno, NV",
"DFW","Dallas/Fort Worth, TX","PDX","Portland, OR",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","ORF","Norfolk, VA",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","RDU","Raleigh/Durham, NC",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"DFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"DFW","Dallas/Fort Worth, TX","BDL","Hartford, CT",
"DFW","Dallas/Fort Worth, TX","BNA","Nashville, TN",
"DFW","Dallas/Fort Worth, TX","LGA","New York, NY",
"DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"DFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","SJC","San Jose, CA",
"DFW","Dallas/Fort Worth, TX","FLL","Fort Lauderdale, FL",
"DFW","Dallas/Fort Worth, TX","BZN","Bozeman, MT",
"DFW","Dallas/Fort Worth, TX","BOS","Boston, MA",
"DFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"DFW","Dallas/Fort Worth, TX","BUR","Burbank, CA",
"DFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"DFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"DFW","Dallas/Fort Worth, TX","SNA","Santa Ana, CA",
"DFW","Dallas/Fort Worth, TX","HDN","Hayden, CO",
"DFW","Dallas/Fort Worth, TX","TUS","Tucson, AZ",
"DFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"DFW","Dallas/Fort Worth, TX","DCA","Washington, DC",
"DFW","Dallas/Fort Worth, TX","RSW","Fort Myers, FL",
"DFW","Dallas/Fort Worth, TX","MCO","Orlando, FL",
"DFW","Dallas/Fort Worth, TX","PBI","West Palm Beach/Palm Beach, FL",
"DFW","Dallas/Fort Worth, TX","RIC","Richmond, VA",
"DFW","Dallas/Fort Worth, TX","OKC","Oklahoma City, OK",
"DFW","Dallas/Fort Worth, TX","COS","Colorado Springs, CO",
"DFW","Dallas/Fort Worth, TX","MTJ","Montrose/Delta, CO",
"DFW","Dallas/Fort Worth, TX","CLE","Cleveland, OH",
"DFW","Dallas/Fort Worth, TX","DTW","Detroit, MI",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","STL","St. Louis, MO",
"DFW","Dallas/Fort Worth, TX","FAT","Fresno, CA",
"DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"DFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"DFW","Dallas/Fort Worth, TX","CMH","Columbus, OH",
"DFW","Dallas/Fort Worth, TX","EWR","Newark, NJ",
"DFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"DFW","Dallas/Fort Worth, TX","STT","Charlotte Amalie, VI",
"DFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"DFW","Dallas/Fort Worth, TX","EYW","Key West, FL",
"DFW","Dallas/Fort Worth, TX","SLC","Salt Lake City, UT",
"DFW","Dallas/Fort Worth, TX","JAX","Jacksonville, FL",
"DFW","Dallas/Fort Worth, TX","BWI","Baltimore, MD",
"DFW","Dallas/Fort Worth, TX","EGE","Eagle, CO",
"DFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"DFW","Dallas/Fort Worth, TX","GEG","Spokane, WA",
"DFW","Dallas/Fort Worth, TX","JAC","Jackson, WY",
"DFW","Dallas/Fort Worth, TX","RNO","Reno, NV",
"DFW","Dallas/Fort Worth, TX","ABQ","Albuquerque, NM",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","ORF","Norfolk, VA",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","BHM","Birmingham, AL",
"DFW","Dallas/Fort Worth, TX","RDU","Raleigh/Durham, NC",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"DFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA",
"DFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"DFW","Dallas/Fort Worth, TX","BDL","Hartford, CT",
"DFW","Dallas/Fort Worth, TX","BNA","Nashville, TN",
"DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"DFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"DFW","Dallas/Fort Worth, TX","SJC","San Jose, CA",
"DFW","Dallas/Fort Worth, TX","FLL","Fort Lauderdale, FL",
"DFW","Dallas/Fort Worth, TX","BOS","Boston, MA",
"DFW","Dallas/Fort Worth, TX","BUR","Burbank, CA",
"DFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"DFW","Dallas/Fort Worth, TX","SRQ","Sarasota/Bradenton, FL",
"DFW","Dallas/Fort Worth, TX","TUS","Tucson, AZ",
"DFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"DFW","Dallas/Fort Worth, TX","DCA","Washington, DC",
"DFW","Dallas/Fort Worth, TX","RSW","Fort Myers, FL",
"DFW","Dallas/Fort Worth, TX","PNS","Pensacola, FL",
"DFW","Dallas/Fort Worth, TX","MCO","Orlando, FL",
"DFW","Dallas/Fort Worth, TX","CHS","Charleston, SC",
"DFW","Dallas/Fort Worth, TX","GRR","Grand Rapids, MI",
"DFW","Dallas/Fort Worth, TX","OKC","Oklahoma City, OK",
"DFW","Dallas/Fort Worth, TX","SAV","Savannah, GA",
"DFW","Dallas/Fort Worth, TX","COS","Colorado Springs, CO",
"DFW","Dallas/Fort Worth, TX","GUC","Gunnison, CO",
"DFW","Dallas/Fort Worth, TX","MFE","Mission/McAllen/Edinburg, TX",
"DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"DFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"DFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"DFW","Dallas/Fort Worth, TX","DCA","Washington, DC",
"DFW","Dallas/Fort Worth, TX","GRR","Grand Rapids, MI",
"DFW","Dallas/Fort Worth, TX","SAV","Savannah, GA",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"DFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"DFW","Dallas/Fort Worth, TX","CAE","Columbia, SC",
"DFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"DFW","Dallas/Fort Worth, TX","DEN","Denver, CO",
"DFW","Dallas/Fort Worth, TX","SLC","Salt Lake City, UT",
"DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"DFW","Dallas/Fort Worth, TX","SAN","San Diego, CA",
"DFW","Dallas/Fort Worth, TX","JAX","Jacksonville, FL",
"DFW","Dallas/Fort Worth, TX","BWI","Baltimore, MD",
"DFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"DFW","Dallas/Fort Worth, TX","PDX","Portland, OR",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","RDU","Raleigh/Durham, NC",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"DFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA",
"DFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","SJC","San Jose, CA",
"DFW","Dallas/Fort Worth, TX","FLL","Fort Lauderdale, FL",
"DFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"DFW","Dallas/Fort Worth, TX","SJU","San Juan, PR",
"DFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"DFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"DFW","Dallas/Fort Worth, TX","SRQ","Sarasota/Bradenton, FL",
"DFW","Dallas/Fort Worth, TX","TUS","Tucson, AZ",
"DFW","Dallas/Fort Worth, TX","RSW","Fort Myers, FL",
"DFW","Dallas/Fort Worth, TX","MCO","Orlando, FL",
"DFW","Dallas/Fort Worth, TX","OKC","Oklahoma City, OK",
"DFW","Dallas/Fort Worth, TX","SAV","Savannah, GA",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","HNL","Honolulu, HI",
"DFW","Dallas/Fort Worth, TX","OGG","Kahului, HI",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","KOA","Kona, HI",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","HNL","Honolulu, HI",
"DFW","Dallas/Fort Worth, TX","OGG","Kahului, HI",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","BOS","Boston, MA",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"DFW","Dallas/Fort Worth, TX","SAN","San Diego, CA",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","PHL","Philadelphia, PA",
"DFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","FLL","Fort Lauderdale, FL",
"DFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"DFW","Dallas/Fort Worth, TX","TUS","Tucson, AZ",
"DFW","Dallas/Fort Worth, TX","MCO","Orlando, FL",
"DFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"DFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"DFW","Dallas/Fort Worth, TX","HNL","Honolulu, HI",
"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"DFW","Dallas/Fort Worth, TX","AEX","Alexandria, LA",
"DFW","Dallas/Fort Worth, TX","CMI","Champaign/Urbana, IL",
"DFW","Dallas/Fort Worth, TX","MHK","Manhattan/Ft. Riley, KS",
"DFW","Dallas/Fort Worth, TX","BRO","Brownsville, TX",
"DFW","Dallas/Fort Worth, TX","LRD","Laredo, TX",
"DFW","Dallas/Fort Worth, TX","BTR","Baton Rouge, LA",
"DFW","Dallas/Fort Worth, TX","COU","Columbia, MO",
"DFW","Dallas/Fort Worth, TX","ABI","Abilene, TX",
"DFW","Dallas/Fort Worth, TX","SGF","Springfield, MO",
"DFW","Dallas/Fort Worth, TX","SJT","San Angelo, TX",
"DFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"DFW","Dallas/Fort Worth, TX","GRI","Grand Island, NE",
"DFW","Dallas/Fort Worth, TX","AMA","Amarillo, TX",
"DFW","Dallas/Fort Worth, TX","GCK","Garden City, KS",
"DFW","Dallas/Fort Worth, TX","JLN","Joplin, MO",
"DFW","Dallas/Fort Worth, TX","SPS","Wichita Falls, TX",
"DFW","Dallas/Fort Worth, TX","MLU","Monroe, LA",
"DFW","Dallas/Fort Worth, TX","CLL","College Station/Bryan, TX",
"DFW","Dallas/Fort Worth, TX","ACT","Waco, TX",
"DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"DFW","Dallas/Fort Worth, TX","SWO","Stillwater, OK",
"DFW","Dallas/Fort Worth, TX","DRT","Del Rio, TX",
"DFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"DFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"DFW","Dallas/Fort Worth, TX","MGM","Montgomery, AL",
"DFW","Dallas/Fort Worth, TX","XNA","Fayetteville, AR",
"DFW","Dallas/Fort Worth, TX","LFT","Lafayette, LA",
"DFW","Dallas/Fort Worth, TX","GGG","Longview, TX",
"DFW","Dallas/Fort Worth, TX","SPI","Springfield, IL",
"DFW","Dallas/Fort Worth, TX","BPT","Beaumont/Port Arthur, TX",
"DFW","Dallas/Fort Worth, TX","LAW","Lawton/Fort Sill, OK",
"DFW","Dallas/Fort Worth, TX","LCH","Lake Charles, LA",
"DFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"DFW","Dallas/Fort Worth, TX","TXK","Texarkana, AR",
"DFW","Dallas/Fort Worth, TX","TYR","Tyler, TX",
"DFW","Dallas/Fort Worth, TX","CRP","Corpus Christi, TX",
"DFW","Dallas/Fort Worth, TX","FSM","Fort Smith, AR",
"DFW","Dallas/Fort Worth, TX","EVV","Evansville, IN",
"DFW","Dallas/Fort Worth, TX","GPT","Gulfport/Biloxi, MS",
"DFW","Dallas/Fort Worth, TX","GRK","Killeen, TX",
"DFW","Dallas/Fort Worth, TX","HSV","Huntsville, AL",
"DFW","Dallas/Fort Worth, TX","MFE","Mission/McAllen/Edinburg, TX",
"DFW","Dallas/Fort Worth, TX","MOB","Mobile, AL",
"DFW","Dallas/Fort Worth, TX","CLE","Cleveland, OH",
"DFW","Dallas/Fort Worth, TX","CVG","Cincinnati, OH",
"DFW","Dallas/Fort Worth, TX","SBA","Santa Barbara, CA",
"DFW","Dallas/Fort Worth, TX","BUF","Buffalo, NY",
"DFW","Dallas/Fort Worth, TX","VPS","Valparaiso, FL",
"DFW","Dallas/Fort Worth, TX","STL","St. Louis, MO",
"DFW","Dallas/Fort Worth, TX","FAT","Fresno, CA",
"DFW","Dallas/Fort Worth, TX","BOI","Boise, ID",
"DFW","Dallas/Fort Worth, TX","CMI","Champaign/Urbana, IL",
"DFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"DFW","Dallas/Fort Worth, TX","CMH","Columbus, OH",
"DFW","Dallas/Fort Worth, TX","CAE","Columbia, SC",
"DFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"DFW","Dallas/Fort Worth, TX","GSO","Greensboro/High Point, NC",
"DFW","Dallas/Fort Worth, TX","BRO","Brownsville, TX",
"DFW","Dallas/Fort Worth, TX","DAY","Dayton, OH",
"DFW","Dallas/Fort Worth, TX","OMA","Omaha, NE",
"DFW","Dallas/Fort Worth, TX","EYW","Key West, FL",
"DFW","Dallas/Fort Worth, TX","MDT","Harrisburg, PA",
"DFW","Dallas/Fort Worth, TX","BTR","Baton Rouge, LA",
"DFW","Dallas/Fort Worth, TX","COU","Columbia, MO",
"DFW","Dallas/Fort Worth, TX","GSP","Greer, SC",
"DFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"DFW","Dallas/Fort Worth, TX","GEG","Spokane, WA",
"DFW","Dallas/Fort Worth, TX","EUG","Eugene, OR",
"DFW","Dallas/Fort Worth, TX","ABI","Abilene, TX",
"DFW","Dallas/Fort Worth, TX","CID","Cedar Rapids/Iowa City, IA",
"DFW","Dallas/Fort Worth, TX","SGF","Springfield, MO",
"DFW","Dallas/Fort Worth, TX","SJT","San Angelo, TX",
"DFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"DFW","Dallas/Fort Worth, TX","GJT","Grand Junction, CO",
"DFW","Dallas/Fort Worth, TX","AMA","Amarillo, TX",
"DFW","Dallas/Fort Worth, TX","FAR","Fargo, ND",
"DFW","Dallas/Fort Worth, TX","MSO","Missoula, MT",
"DFW","Dallas/Fort Worth, TX","ABQ","Albuquerque, NM",
"DFW","Dallas/Fort Worth, TX","MSN","Madison, WI",
"DFW","Dallas/Fort Worth, TX","AGS","Augusta, GA",
"DFW","Dallas/Fort Worth, TX","MYR","Myrtle Beach, SC",
"DFW","Dallas/Fort Worth, TX","ORF","Norfolk, VA",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","JLN","Joplin, MO",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","BHM","Birmingham, AL",
"DFW","Dallas/Fort Worth, TX","RDU","Raleigh/Durham, NC",
"DFW","Dallas/Fort Worth, TX","HOU","Houston, TX",
"DFW","Dallas/Fort Worth, TX","ACT","Waco, TX",
"DFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"DFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA",
"DFW","Dallas/Fort Worth, TX","LEX","Lexington, KY",
"DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"DFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"DFW","Dallas/Fort Worth, TX","MRY","Monterey, CA",
"DFW","Dallas/Fort Worth, TX","SBP","San Luis Obispo, CA",
"DFW","Dallas/Fort Worth, TX","SRQ","Sarasota/Bradenton, FL",
"DFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"DFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"DFW","Dallas/Fort Worth, TX","MGM","Montgomery, AL",
"DFW","Dallas/Fort Worth, TX","PNS","Pensacola, FL",
"DFW","Dallas/Fort Worth, TX","CHS","Charleston, SC",
"DFW","Dallas/Fort Worth, TX","RIC","Richmond, VA",
"DFW","Dallas/Fort Worth, TX","SDF","Louisville, KY",
"DFW","Dallas/Fort Worth, TX","FSD","Sioux Falls, SD",
"DFW","Dallas/Fort Worth, TX","DSM","Des Moines, IA",
"DFW","Dallas/Fort Worth, TX","GRR","Grand Rapids, MI",
"DFW","Dallas/Fort Worth, TX","OKC","Oklahoma City, OK",
"DFW","Dallas/Fort Worth, TX","SAV","Savannah, GA",
"DFW","Dallas/Fort Worth, TX","XNA","Fayetteville, AR",
"DFW","Dallas/Fort Worth, TX","COS","Colorado Springs, CO",
"DFW","Dallas/Fort Worth, TX","LIT","Little Rock, AR",
"DFW","Dallas/Fort Worth, TX","ILM","Wilmington, NC",
"DFW","Dallas/Fort Worth, TX","CHA","Chattanooga, TN",
"DFW","Dallas/Fort Worth, TX","CRP","Corpus Christi, TX",
"DFW","Dallas/Fort Worth, TX","GRK","Killeen, TX",
"DFW","Dallas/Fort Worth, TX","HSV","Huntsville, AL",
"DFW","Dallas/Fort Worth, TX","JAN","Jackson/Vicksburg, MS",
"DFW","Dallas/Fort Worth, TX","MFE","Mission/McAllen/Edinburg, TX",
"DFW","Dallas/Fort Worth, TX","AEX","Alexandria, LA",
"DFW","Dallas/Fort Worth, TX","MHK","Manhattan/Ft. Riley, KS",
"DFW","Dallas/Fort Worth, TX","LRD","Laredo, TX",
"DFW","Dallas/Fort Worth, TX","BTR","Baton Rouge, LA",
"DFW","Dallas/Fort Worth, TX","COU","Columbia, MO",
"DFW","Dallas/Fort Worth, TX","ABI","Abilene, TX",
"DFW","Dallas/Fort Worth, TX","SGF","Springfield, MO",
"DFW","Dallas/Fort Worth, TX","SJT","San Angelo, TX",
"DFW","Dallas/Fort Worth, TX","GRI","Grand Island, NE",
"DFW","Dallas/Fort Worth, TX","AMA","Amarillo, TX",
"DFW","Dallas/Fort Worth, TX","JLN","Joplin, MO",
"DFW","Dallas/Fort Worth, TX","SPS","Wichita Falls, TX",
"DFW","Dallas/Fort Worth, TX","MLU","Monroe, LA",
"DFW","Dallas/Fort Worth, TX","CLL","College Station/Bryan, TX",
"DFW","Dallas/Fort Worth, TX","ACT","Waco, TX",
"DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"DFW","Dallas/Fort Worth, TX","SWO","Stillwater, OK",
"DFW","Dallas/Fort Worth, TX","DRT","Del Rio, TX",
"DFW","Dallas/Fort Worth, TX","MGM","Montgomery, AL",
"DFW","Dallas/Fort Worth, TX","GGG","Longview, TX",
"DFW","Dallas/Fort Worth, TX","SPI","Springfield, IL",
"DFW","Dallas/Fort Worth, TX","BPT","Beaumont/Port Arthur, TX",
"DFW","Dallas/Fort Worth, TX","LCH","Lake Charles, LA",
"DFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"DFW","Dallas/Fort Worth, TX","TXK","Texarkana, AR",
"DFW","Dallas/Fort Worth, TX","TYR","Tyler, TX",
"DFW","Dallas/Fort Worth, TX","CRP","Corpus Christi, TX",
"DFW","Dallas/Fort Worth, TX","GPT","Gulfport/Biloxi, MS",
"DFW","Dallas/Fort Worth, TX","GRK","Killeen, TX",
"DFW","Dallas/Fort Worth, TX","EWR","Newark, NJ",
"DFW","Dallas/Fort Worth, TX","GSO","Greensboro/High Point, NC",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","GSO","Greensboro/High Point, NC",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","GSO","Greensboro/High Point, NC",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"DFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"DFW","Dallas/Fort Worth, TX","MQY","Smyrna, TN",
"DGB","Danger Bay, AK","KOZ","Ouzinkie, AK",
"DGB","Danger Bay, AK","A43","Kodiak Island, AK",
"DGB","Danger Bay, AK","A43","Kodiak Island, AK",
"DHB","Deer Harbor, WA","LKE","Seattle, WA",
"DHB","Deer Harbor, WA","LKE","Seattle, WA",
"DHN","Dothan, AL","LRD","Laredo, TX",
"DHN","Dothan, AL","ECP","Panama City, FL",
"DHN","Dothan, AL","ATL","Atlanta, GA",
"DHN","Dothan, AL","MEM","Memphis, TN",
"DHN","Dothan, AL","ATL","Atlanta, GA",
"DHN","Dothan, AL","MCO","Orlando, FL",
"DHN","Dothan, AL","HOU","Houston, TX",
"DHN","Dothan, AL","LRD","Laredo, TX",
"DHN","Dothan, AL","ELP","El Paso, TX",
"DHN","Dothan, AL","JAN","Jackson/Vicksburg, MS",
"DIK","Dickinson, ND","BIS","Bismarck/Mandan, ND",
"DIK","Dickinson, ND","FAR","Fargo, ND",
"DIK","Dickinson, ND","PRC","Prescott, AZ",
"DIK","Dickinson, ND","DEN","Denver, CO",
"DIK","Dickinson, ND","SLC","Salt Lake City, UT",
"DIK","Dickinson, ND","DEN","Denver, CO",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","KGK","Koliganek, AK",
"DLG","Dillingham, AK","KMO","Manokotak, AK",
"DLG","Dillingham, AK","KNW","New Stuyahok, AK",
"DLG","Dillingham, AK","KEK","Ekwok, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","CLP","Clarks Point, AK",
"DLG","Dillingham, AK","KGK","Koliganek, AK",
"DLG","Dillingham, AK","KMO","Manokotak, AK",
"DLG","Dillingham, AK","KNW","New Stuyahok, AK",
"DLG","Dillingham, AK","KEK","Ekwok, AK",
"DLG","Dillingham, AK","PTH","Port Heiden, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","KCG","Chignik Bay, AK",
"DLG","Dillingham, AK","TOG","Togiak, AK",
"DLG","Dillingham, AK","ADQ","Kodiak, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","ILI","Iliamna, AK",
"DLG","Dillingham, AK","SNP","St. Paul, AK",
"DLG","Dillingham, AK","DUT","Unalaska, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","CDB","Cold Bay, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","PIP","Pilot Point, AK",
"DLG","Dillingham, AK","WSN","South Naknek, AK",
"DLG","Dillingham, AK","CLP","Clarks Point, AK",
"DLG","Dillingham, AK","KEK","Ekwok, AK",
"DLG","Dillingham, AK","KMO","Manokotak, AK",
"DLG","Dillingham, AK","KNW","New Stuyahok, AK",
"DLG","Dillingham, AK","TWA","Twin Hills, AK",
"DLG","Dillingham, AK","BET","Bethel, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","TOG","Togiak, AK",
"DLG","Dillingham, AK","DLG","Dillingham, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","PIP","Pilot Point, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","DUT","Unalaska, AK",
"DLG","Dillingham, AK","SNP","St. Paul, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLH","Duluth, MN","ORD","Chicago, IL",
"DLH","Duluth, MN","ORD","Chicago, IL",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","DTW","Detroit, MI",
"DLH","Duluth, MN","ERI","Erie, PA",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
